,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_name,year
0,0.434,0.296,8,-15.614,1,0.0323,0.827,0.0,0.135,0.352,96.276,audio_features,1gKeImq3kiRBn8yEyQncQP,spotify:track:1gKeImq3kiRBn8yEyQncQP,https://api.spotify.com/v1/tracks/1gKeImq3kiRBn8yEyQncQP,https://api.spotify.com/v1/audio-analysis/1gKeImq3kiRBn8yEyQncQP,125200,3,Theme from A Summer Place,1960
1,0.554,0.186,1,-15.846,1,0.0379,0.909,0.00144,0.11,0.2,81.181,audio_features,7DH5dXVuQaqcKf9oTy9oUN,spotify:track:7DH5dXVuQaqcKf9oTy9oUN,https://api.spotify.com/v1/tracks/7DH5dXVuQaqcKf9oTy9oUN,https://api.spotify.com/v1/audio-analysis/7DH5dXVuQaqcKf9oTy9oUN,138640,3,He'll Have to Go,1960
2,0.507,0.561,7,-10.472,1,0.0353,0.548,0.0,0.59,0.89,120.042,audio_features,27bw4i8LnECzVlbMZ4kFHw,spotify:track:27bw4i8LnECzVlbMZ4kFHw,https://api.spotify.com/v1/tracks/27bw4i8LnECzVlbMZ4kFHw,https://api.spotify.com/v1/audio-analysis/27bw4i8LnECzVlbMZ4kFHw,145933,4,Cathy's Clown,1960
3,0.61,0.688,7,-9.308,1,0.0357,0.573,0.0,0.164,0.761,119.831,audio_features,6wkrULQ7AzurQ0KpXzFDbH,spotify:track:6wkrULQ7AzurQ0KpXzFDbH,https://api.spotify.com/v1/tracks/6wkrULQ7AzurQ0KpXzFDbH,https://api.spotify.com/v1/audio-analysis/6wkrULQ7AzurQ0KpXzFDbH,165893,4,Running Bear,1960
4,0.569,0.0638,0,-18.548,1,0.0458,0.936,0.0,0.122,0.282,101.521,audio_features,6kWR0zt2wWQL3Sjg5ojy9M,spotify:track:6kWR0zt2wWQL3Sjg5ojy9M,https://api.spotify.com/v1/tracks/6kWR0zt2wWQL3Sjg5ojy9M,https://api.spotify.com/v1/audio-analysis/6kWR0zt2wWQL3Sjg5ojy9M,159893,4,Teen Angel,1960
5,0.858,0.547,1,-5.822,1,0.29,0.213,0.0,0.104,0.303,128.02,audio_features,1xcOYJxDa5pObgxY1r0I9c,spotify:track:1xcOYJxDa5pObgxY1r0I9c,https://api.spotify.com/v1/tracks/1xcOYJxDa5pObgxY1r0I9c,https://api.spotify.com/v1/audio-analysis/1xcOYJxDa5pObgxY1r0I9c,211883,4,I'm Sorry,1960
6,0.643,0.491,4,-9.312,1,0.0344,0.642,0.00972,0.286,0.753,126.399,audio_features,1XunTmhOcj3xwh4b8P3isX,spotify:track:1XunTmhOcj3xwh4b8P3isX,https://api.spotify.com/v1/tracks/1XunTmhOcj3xwh4b8P3isX,https://api.spotify.com/v1/audio-analysis/1XunTmhOcj3xwh4b8P3isX,194600,4,It's Now or Never,1960
7,0.804,0.233,2,-14.17,1,0.0312,0.64,0.106,0.0854,0.583,90.639,audio_features,70aUjWZmd9F3bRSsR4DwAJ,spotify:track:70aUjWZmd9F3bRSsR4DwAJ,https://api.spotify.com/v1/tracks/70aUjWZmd9F3bRSsR4DwAJ,https://api.spotify.com/v1/audio-analysis/70aUjWZmd9F3bRSsR4DwAJ,196800,4,Handy Man,1960
8,0.599,0.463,7,-7.449,1,0.0472,0.162,6.64e-05,0.141,0.141,158.053,audio_features,3LBM25IgxI9y549SiYxtSi,spotify:track:3LBM25IgxI9y549SiYxtSi,https://api.spotify.com/v1/tracks/3LBM25IgxI9y549SiYxtSi,https://api.spotify.com/v1/audio-analysis/3LBM25IgxI9y549SiYxtSi,205205,3,Stuck on You,1960
9,0.571,0.618,4,-5.682,1,0.0371,0.18,2.69e-06,0.178,0.852,156.892,audio_features,4YCnTYbq3oL1Lqpyxg33CU,spotify:track:4YCnTYbq3oL1Lqpyxg33CU,https://api.spotify.com/v1/tracks/4YCnTYbq3oL1Lqpyxg33CU,https://api.spotify.com/v1/audio-analysis/4YCnTYbq3oL1Lqpyxg33CU,155040,4,The Twist,1960
10,0.584,0.737,1,-4.643,1,0.0306,0.745,1.93e-05,0.208,0.753,84.322,audio_features,1qC8zQRrdkZCwzQ5N4ECoD,spotify:track:1qC8zQRrdkZCwzQ5N4ECoD,https://api.spotify.com/v1/tracks/1qC8zQRrdkZCwzQ5N4ECoD,https://api.spotify.com/v1/audio-analysis/1qC8zQRrdkZCwzQ5N4ECoD,157880,4,Everybody's Somebody's Fool,1960
11,0.608,0.86,5,-5.324,0,0.0554,0.0991,0.0,0.262,0.437,127.075,audio_features,1NpW5kyvO4XrNJ3rnfcNy3,spotify:track:1NpW5kyvO4XrNJ3rnfcNy3,https://api.spotify.com/v1/tracks/1NpW5kyvO4XrNJ3rnfcNy3,https://api.spotify.com/v1/audio-analysis/1NpW5kyvO4XrNJ3rnfcNy3,232947,4,Wild One,1960
12,0.466,0.125,11,-20.428,0,0.0372,0.863,0.0,0.121,0.338,111.43,audio_features,7LAsDdinXejDwodvelVVTa,spotify:track:7LAsDdinXejDwodvelVVTa,https://api.spotify.com/v1/tracks/7LAsDdinXejDwodvelVVTa,https://api.spotify.com/v1/audio-analysis/7LAsDdinXejDwodvelVVTa,182027,1,Greenfields,1960
13,0.506,0.176,4,-13.962,1,0.0303,0.802,3.93e-06,0.0978,0.492,76.273,audio_features,3XToK0X499i9odkrDCG4FL,spotify:track:3XToK0X499i9odkrDCG4FL,https://api.spotify.com/v1/tracks/3XToK0X499i9odkrDCG4FL,https://api.spotify.com/v1/audio-analysis/3XToK0X499i9odkrDCG4FL,173267,4,What in the World's Come Over You,1960
14,0.654,0.452,2,-9.709,1,0.03,0.835,2.89e-05,0.16,0.691,106.662,audio_features,4f8hBeMXMvssn6HtFAtblo,spotify:track:4f8hBeMXMvssn6HtFAtblo,https://api.spotify.com/v1/tracks/4f8hBeMXMvssn6HtFAtblo,https://api.spotify.com/v1/audio-analysis/4f8hBeMXMvssn6HtFAtblo,259307,3,El Paso,1960
15,0.857,0.503,6,-7.502,1,0.265,0.266,0.0,0.0852,0.867,122.036,audio_features,38nyi6J4H44dXpf0PE3bWE,spotify:track:38nyi6J4H44dXpf0PE3bWE,https://api.spotify.com/v1/tracks/38nyi6J4H44dXpf0PE3bWE,https://api.spotify.com/v1/audio-analysis/38nyi6J4H44dXpf0PE3bWE,152187,4,Alley Oop,1960
16,0.495,0.539,6,-6.088,1,0.0336,0.819,0.0,0.325,0.715,109.49,audio_features,7qinPLZ41lgIGuT40EAFs0,spotify:track:7qinPLZ41lgIGuT40EAFs0,https://api.spotify.com/v1/tracks/7qinPLZ41lgIGuT40EAFs0,https://api.spotify.com/v1/audio-analysis/7qinPLZ41lgIGuT40EAFs0,152267,4,My Heart Has a Mind of Its Own,1960
17,0.778,0.413,5,-10.551,1,0.0514,0.642,0.00104,0.148,0.961,125.235,audio_features,4ZiDhG5Ift5I6reAEOBBec,spotify:track:4ZiDhG5Ift5I6reAEOBBec,https://api.spotify.com/v1/tracks/4ZiDhG5Ift5I6reAEOBBec,https://api.spotify.com/v1/audio-analysis/4ZiDhG5Ift5I6reAEOBBec,144600,4,Sweet Nothin's,1960
18,0.814,0.427,2,-11.543,1,0.0918,0.558,0.0,0.0248,0.964,123.109,audio_features,4aTCNddtjztjuK2EOgz7ZZ,spotify:track:4aTCNddtjztjuK2EOgz7ZZ,https://api.spotify.com/v1/tracks/4aTCNddtjztjuK2EOgz7ZZ,https://api.spotify.com/v1/audio-analysis/4aTCNddtjztjuK2EOgz7ZZ,143733,4,Itsy Bitsy Teenie Weenie Yellow Polka Dot Bikini,1960
19,0.57,0.529,5,-10.769,1,0.028,0.377,0.00509,0.203,0.934,123.273,audio_features,0PkBTqRtN25z3oKasWoKlj,spotify:track:0PkBTqRtN25z3oKasWoKlj,https://api.spotify.com/v1/tracks/0PkBTqRtN25z3oKasWoKlj,https://api.spotify.com/v1/audio-analysis/0PkBTqRtN25z3oKasWoKlj,145533,4,Only the Lonely,1960
20,0.326,0.0575,4,-16.5,1,0.0393,0.99,0.887,0.281,0.301,127.397,audio_features,2JR1WeETsXmFR1kRC2oXXq,spotify:track:2JR1WeETsXmFR1kRC2oXXq,https://api.spotify.com/v1/tracks/2JR1WeETsXmFR1kRC2oXXq,https://api.spotify.com/v1/audio-analysis/2JR1WeETsXmFR1kRC2oXXq,168667,5,Where or When,1960
21,0.339,0.406,10,-8.955,1,0.0319,0.865,1.1e-05,0.11,0.619,109.783,audio_features,0oI0ekrSQ3aHiHcMi1B2gK,spotify:track:0oI0ekrSQ3aHiHcMi1B2gK,https://api.spotify.com/v1/tracks/0oI0ekrSQ3aHiHcMi1B2gK,https://api.spotify.com/v1/audio-analysis/0oI0ekrSQ3aHiHcMi1B2gK,118133,3,Sixteen Reasons,1960
22,0.431,0.321,7,-11.827,1,0.0289,0.667,0.0,0.192,0.518,103.164,audio_features,5kA88W2SwVZiPb9rEwnQj6,spotify:track:5kA88W2SwVZiPb9rEwnQj6,https://api.spotify.com/v1/tracks/5kA88W2SwVZiPb9rEwnQj6,https://api.spotify.com/v1/audio-analysis/5kA88W2SwVZiPb9rEwnQj6,162373,3,Puppy Love,1960
23,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,audio_features,086myS9r57YsLbJpU0TgK9,spotify:track:086myS9r57YsLbJpU0TgK9,https://api.spotify.com/v1/tracks/086myS9r57YsLbJpU0TgK9,https://api.spotify.com/v1/audio-analysis/086myS9r57YsLbJpU0TgK9,161124,4,Why,1960
24,0.488,0.648,5,-13.252,1,0.0305,0.852,0.914,0.13,0.949,156.35,audio_features,7B2pUwzvlbNG9D855r9ugf,spotify:track:7B2pUwzvlbNG9D855r9ugf,https://api.spotify.com/v1/tracks/7B2pUwzvlbNG9D855r9ugf,https://api.spotify.com/v1/audio-analysis/7B2pUwzvlbNG9D855r9ugf,122933,4,"Walk, Don't Run",1960
25,0.54,0.53,4,-10.583,1,0.0361,0.614,0.0,0.198,0.896,143.453,audio_features,391TUcoPonqYykPkSZ5Z9U,spotify:track:391TUcoPonqYykPkSZ5Z9U,https://api.spotify.com/v1/tracks/391TUcoPonqYykPkSZ5Z9U,https://api.spotify.com/v1/audio-analysis/391TUcoPonqYykPkSZ5Z9U,154960,4,Save the Last Dance for Me,1960
26,0.632,0.708,10,-6.165,0,0.0617,0.227,3.55e-05,0.101,0.855,63.136,audio_features,2zcZYRidtr3SYLsPlxWTz6,spotify:track:2zcZYRidtr3SYLsPlxWTz6,https://api.spotify.com/v1/tracks/2zcZYRidtr3SYLsPlxWTz6,https://api.spotify.com/v1/audio-analysis/2zcZYRidtr3SYLsPlxWTz6,200307,4,Baby (You've Got What It Takes),1960
27,0.68,0.57,3,-12.388,1,0.0958,0.652,1.18e-05,0.0565,0.966,115.894,audio_features,4F7T8NnGKbhLMVtAMycDQg,spotify:track:4F7T8NnGKbhLMVtAMycDQg,https://api.spotify.com/v1/tracks/4F7T8NnGKbhLMVtAMycDQg,https://api.spotify.com/v1/audio-analysis/4F7T8NnGKbhLMVtAMycDQg,194640,4,Sink the Bismarck,1960
28,0.703,0.724,7,-10.818,1,0.0467,0.73,0.0,0.518,0.963,131.821,audio_features,7v1858htfU0srTDwhxeka8,spotify:track:7v1858htfU0srTDwhxeka8,https://api.spotify.com/v1/tracks/7v1858htfU0srTDwhxeka8,https://api.spotify.com/v1/audio-analysis/7v1858htfU0srTDwhxeka8,155173,4,Chain Gang,1960
29,0.614,0.283,0,-8.008,1,0.027,0.472,0.0,0.114,0.331,107.673,audio_features,56AecW9Anb0CY6HpgWvcg9,spotify:track:56AecW9Anb0CY6HpgWvcg9,https://api.spotify.com/v1/tracks/56AecW9Anb0CY6HpgWvcg9,https://api.spotify.com/v1/audio-analysis/56AecW9Anb0CY6HpgWvcg9,280227,3,Let It Be Me,1960
30,0.552,0.562,3,-7.682,1,0.0412,0.609,0.000125,0.093,0.971,147.384,audio_features,52BR7Vx8Zh3BENnHztAE5Q,spotify:track:52BR7Vx8Zh3BENnHztAE5Q,https://api.spotify.com/v1/tracks/52BR7Vx8Zh3BENnHztAE5Q,https://api.spotify.com/v1/audio-analysis/52BR7Vx8Zh3BENnHztAE5Q,128480,4,Good Timin',1960
31,0.521,0.516,2,-7.456,0,0.0369,0.723,0.0,0.257,0.569,136.483,audio_features,3KzgdYUlqV6TOG7JCmx2Wg,spotify:track:3KzgdYUlqV6TOG7JCmx2Wg,https://api.spotify.com/v1/tracks/3KzgdYUlqV6TOG7JCmx2Wg,https://api.spotify.com/v1/audio-analysis/3KzgdYUlqV6TOG7JCmx2Wg,172480,4,Beyond the Sea,1960
32,0.487,0.667,0,-4.783,1,0.0358,0.242,0.0,0.105,0.782,137.492,audio_features,6vE0KjeCWt7AnKQx4BtKoV,spotify:track:6vE0KjeCWt7AnKQx4BtKoV,https://api.spotify.com/v1/tracks/6vE0KjeCWt7AnKQx4BtKoV,https://api.spotify.com/v1/audio-analysis/6vE0KjeCWt7AnKQx4BtKoV,129147,4,"Go, Jimmy, Go",1960
33,0.457,0.551,5,-9.36,0,0.167,0.427,1.15e-06,0.113,0.428,89.87,audio_features,7eqoqGkKwgOaWNNHx90uEZ,spotify:track:7eqoqGkKwgOaWNNHx90uEZ,https://api.spotify.com/v1/tracks/7eqoqGkKwgOaWNNHx90uEZ,https://api.spotify.com/v1/audio-analysis/7eqoqGkKwgOaWNNHx90uEZ,307151,4,Night,1960
34,0.524,0.143,9,-15.702,0,0.0391,0.87,0.0,0.198,0.373,113.427,audio_features,0NkBOHjjoEnj1LHz19DYmP,spotify:track:0NkBOHjjoEnj1LHz19DYmP,https://api.spotify.com/v1/tracks/0NkBOHjjoEnj1LHz19DYmP,https://api.spotify.com/v1/audio-analysis/0NkBOHjjoEnj1LHz19DYmP,196154,5,Burning Bridges,1960
35,0.585,0.304,1,-17.307,1,0.0333,0.829,0.0215,0.159,0.603,144.192,audio_features,30e3V9zmRVVOSIB0b1iLGg,spotify:track:30e3V9zmRVVOSIB0b1iLGg,https://api.spotify.com/v1/tracks/30e3V9zmRVVOSIB0b1iLGg,https://api.spotify.com/v1/audio-analysis/30e3V9zmRVVOSIB0b1iLGg,273000,4,The Big Hurt,1960
36,0.701,0.623,9,-10.508,1,0.0332,0.0122,0.743,0.0858,0.848,120.567,audio_features,3Ek534aTTKexQoOp8kMuOa,spotify:track:3Ek534aTTKexQoOp8kMuOa,https://api.spotify.com/v1/tracks/3Ek534aTTKexQoOp8kMuOa,https://api.spotify.com/v1/audio-analysis/3Ek534aTTKexQoOp8kMuOa,121480,4,Because They're Young,1960
37,0.659,0.342,5,-13.709,1,0.0353,0.777,1.26e-05,0.248,0.677,112.878,audio_features,555aGlegOjCZVH9ifvf61s,spotify:track:555aGlegOjCZVH9ifvf61s,https://api.spotify.com/v1/tracks/555aGlegOjCZVH9ifvf61s,https://api.spotify.com/v1/audio-analysis/555aGlegOjCZVH9ifvf61s,135067,3,Lonely Blue Boy,1960
38,0.477,0.507,5,-11.802,1,0.0328,0.497,0.0,0.36,0.864,126.419,audio_features,7HDyKTm5e7XV6qszYSSlku,spotify:track:7HDyKTm5e7XV6qszYSSlku,https://api.spotify.com/v1/tracks/7HDyKTm5e7XV6qszYSSlku,https://api.spotify.com/v1/audio-analysis/7HDyKTm5e7XV6qszYSSlku,114467,4,Pretty Blue Eyes,1960
39,0.453,0.714,8,-9.083,1,0.0475,0.749,2.02e-06,0.124,0.881,142.737,audio_features,6E7f8UOCFwyhjTgPUJTbxk,spotify:track:6E7f8UOCFwyhjTgPUJTbxk,https://api.spotify.com/v1/tracks/6E7f8UOCFwyhjTgPUJTbxk,https://api.spotify.com/v1/audio-analysis/6E7f8UOCFwyhjTgPUJTbxk,150000,4,Way Down Yonder in New Orleans,1960
40,0.52,0.299,6,-11.141,1,0.0376,0.841,0.0,0.0899,0.31,125.167,audio_features,3jiccOPnee3ujy8iraaArs,spotify:track:3jiccOPnee3ujy8iraaArs,https://api.spotify.com/v1/tracks/3jiccOPnee3ujy8iraaArs,https://api.spotify.com/v1/audio-analysis/3jiccOPnee3ujy8iraaArs,152667,4,Paper Roses,1960
41,0.697,0.697,4,-4.863,0,0.0537,0.707,8.72e-05,0.156,0.582,108.5,audio_features,54UFvpOyoqlUu7N09UymMz,spotify:track:54UFvpOyoqlUu7N09UymMz,https://api.spotify.com/v1/tracks/54UFvpOyoqlUu7N09UymMz,https://api.spotify.com/v1/audio-analysis/54UFvpOyoqlUu7N09UymMz,184867,4,Mr. Custer,1960
42,0.515,0.412,8,-6.322,1,0.0277,0.593,0.0,0.218,0.392,107.61,audio_features,03cB3gd91JsP3bCERC6Lmf,spotify:track:03cB3gd91JsP3bCERC6Lmf,https://api.spotify.com/v1/tracks/03cB3gd91JsP3bCERC6Lmf,https://api.spotify.com/v1/audio-analysis/03cB3gd91JsP3bCERC6Lmf,185960,3,I Want to Be Wanted,1960
43,0.57,0.806,11,-9.849,1,0.0536,0.295,0.000221,0.112,0.747,128.873,audio_features,1XChvxIUbR911TOb0HhNJi,spotify:track:1XChvxIUbR911TOb0HhNJi,https://api.spotify.com/v1/tracks/1XChvxIUbR911TOb0HhNJi,https://api.spotify.com/v1/audio-analysis/1XChvxIUbR911TOb0HhNJi,188267,4,Mule Skinner Blues,1960
44,0.612,0.942,3,-4.588,1,0.0399,0.0163,3.9e-06,0.0909,0.622,144.038,audio_features,5TSANSqPTD6nBG0NSJWmVB,spotify:track:5TSANSqPTD6nBG0NSJWmVB,https://api.spotify.com/v1/tracks/5TSANSqPTD6nBG0NSJWmVB,https://api.spotify.com/v1/audio-analysis/5TSANSqPTD6nBG0NSJWmVB,281467,4,Cradle of Love,1960
45,0.729,0.815,2,-6.244,1,0.124,0.261,0.0,0.0319,0.951,130.719,audio_features,5auFbexb2joXt2KNS91L8s,spotify:track:5auFbexb2joXt2KNS91L8s,https://api.spotify.com/v1/tracks/5auFbexb2joXt2KNS91L8s,https://api.spotify.com/v1/audio-analysis/5auFbexb2joXt2KNS91L8s,183413,4,You Got What It Takes,1960
46,0.557,0.388,7,-9.464,1,0.0259,0.731,0.0,0.306,0.504,107.951,audio_features,3eTYeAOll7LaINGjv9Fnvi,spotify:track:3eTYeAOll7LaINGjv9Fnvi,https://api.spotify.com/v1/tracks/3eTYeAOll7LaINGjv9Fnvi,https://api.spotify.com/v1/audio-analysis/3eTYeAOll7LaINGjv9Fnvi,144867,4,"Please Help Me, I'm Falling",1960
47,0.575,0.648,10,-4.891,1,0.0358,0.583,0.0,0.115,0.466,75.977,audio_features,4SqWKzw0CbA05TGszDgMlc,spotify:track:4SqWKzw0CbA05TGszDgMlc,https://api.spotify.com/v1/tracks/4SqWKzw0CbA05TGszDgMlc,https://api.spotify.com/v1/audio-analysis/4SqWKzw0CbA05TGszDgMlc,160240,4,Love You So,1960
48,0.545,0.78,9,-4.129,1,0.0319,0.182,0.0,0.154,0.932,159.635,audio_features,4s4lOqkY2CL7aQA1AAbEvx,spotify:track:4s4lOqkY2CL7aQA1AAbEvx,https://api.spotify.com/v1/tracks/4s4lOqkY2CL7aQA1AAbEvx,https://api.spotify.com/v1/audio-analysis/4s4lOqkY2CL7aQA1AAbEvx,154747,4,Finger Poppin' Time,1960
49,0.26,0.29,5,-13.38,1,0.0293,0.913,0.000649,0.153,0.303,78.797,audio_features,3bZGw3sNQ1rQoosJzr7G2e,spotify:track:3bZGw3sNQ1rQoosJzr7G2e,https://api.spotify.com/v1/tracks/3bZGw3sNQ1rQoosJzr7G2e,https://api.spotify.com/v1/audio-analysis/3bZGw3sNQ1rQoosJzr7G2e,194867,4,Harbor Lights,1960
50,0.594,0.514,5,-9.76,1,0.0608,0.433,0.0,0.365,0.964,143.739,audio_features,6Mgvv7pE0XeyFnTVYsabKp,spotify:track:6Mgvv7pE0XeyFnTVYsabKp,https://api.spotify.com/v1/tracks/6Mgvv7pE0XeyFnTVYsabKp,https://api.spotify.com/v1/audio-analysis/6Mgvv7pE0XeyFnTVYsabKp,143333,4,Let the Little Girl Dance,1960
51,0.354,0.179,10,-9.088,1,0.0355,0.953,2.54e-06,0.114,0.427,166.375,audio_features,4OgCE8bmGO7eatG3OuBEju,spotify:track:4OgCE8bmGO7eatG3OuBEju,https://api.spotify.com/v1/tracks/4OgCE8bmGO7eatG3OuBEju,https://api.spotify.com/v1/audio-analysis/4OgCE8bmGO7eatG3OuBEju,164440,3,He'll Have to Stay,1960
52,0.488,0.237,5,-17.706,1,0.0286,0.927,0.911,0.111,0.164,95.044,audio_features,6pCPpqp3C2q9oqfT3wlKHm,spotify:track:6pCPpqp3C2q9oqfT3wlKHm,https://api.spotify.com/v1/tracks/6pCPpqp3C2q9oqfT3wlKHm,https://api.spotify.com/v1/audio-analysis/6pCPpqp3C2q9oqfT3wlKHm,181023,4,Theme from The Apartment,1960
53,0.753,0.733,0,-3.715,1,0.056,0.253,0.0,0.398,0.156,92.064,audio_features,7nE9H4e4uPOis5sJY39fOc,spotify:track:7nE9H4e4uPOis5sJY39fOc,https://api.spotify.com/v1/tracks/7nE9H4e4uPOis5sJY39fOc,https://api.spotify.com/v1/audio-analysis/7nE9H4e4uPOis5sJY39fOc,147599,4,Volare,1960
54,0.542,0.876,9,-5.853,1,0.0727,0.0256,3.29e-05,0.189,0.583,117.31,audio_features,3Z7AIA7ZjItaRZvkE2Kxs2,spotify:track:3Z7AIA7ZjItaRZvkE2Kxs2,https://api.spotify.com/v1/tracks/3Z7AIA7ZjItaRZvkE2Kxs2,https://api.spotify.com/v1/audio-analysis/3Z7AIA7ZjItaRZvkE2Kxs2,251000,4,A Million to One,1960
55,0.173,0.266,8,-10.398,1,0.03,0.855,0.0,0.113,0.257,86.682,audio_features,076MbdGIiRAfHrGuXXPmkz,spotify:track:076MbdGIiRAfHrGuXXPmkz,https://api.spotify.com/v1/tracks/076MbdGIiRAfHrGuXXPmkz,https://api.spotify.com/v1/audio-analysis/076MbdGIiRAfHrGuXXPmkz,201427,3,The Village of St. Bernadette,1960
56,0.433,0.465,3,-10.427,1,0.0253,0.512,0.285,0.258,0.75,83.757,audio_features,4Bum7VuVFzfXPHb3VF9GFB,spotify:track:4Bum7VuVFzfXPHb3VF9GFB,https://api.spotify.com/v1/tracks/4Bum7VuVFzfXPHb3VF9GFB,https://api.spotify.com/v1/audio-analysis/4Bum7VuVFzfXPHb3VF9GFB,174864,4,White Silver Sands,1960
57,0.604,0.105,2,-16.78,1,0.0357,0.977,0.0,0.0993,0.553,92.238,audio_features,0gssZyDIxrn2CsokEML0xq,spotify:track:0gssZyDIxrn2CsokEML0xq,https://api.spotify.com/v1/tracks/0gssZyDIxrn2CsokEML0xq,https://api.spotify.com/v1/audio-analysis/0gssZyDIxrn2CsokEML0xq,141120,4,The Old Lamp-Lighter,1960
58,0.668,0.239,5,-13.181,1,0.0332,0.871,0.0,0.299,0.719,106.937,audio_features,3CRDbEEHB4hMOKuPj9fwSO,spotify:track:3CRDbEEHB4hMOKuPj9fwSO,https://api.spotify.com/v1/tracks/3CRDbEEHB4hMOKuPj9fwSO,https://api.spotify.com/v1/audio-analysis/3CRDbEEHB4hMOKuPj9fwSO,146933,4,Devil or Angel,1960
59,0.767,0.543,2,-7.636,1,0.0349,0.668,0.0,0.0659,0.87,110.143,audio_features,1kKaAVH40XrRkwksP1I1mA,spotify:track:1kKaAVH40XrRkwksP1I1mA,https://api.spotify.com/v1/tracks/1kKaAVH40XrRkwksP1I1mA,https://api.spotify.com/v1/audio-analysis/1kKaAVH40XrRkwksP1I1mA,82547,4,Down by the Station,1960
60,0.487,0.65,0,-5.195,1,0.0253,0.191,0.0,0.0933,0.456,151.964,audio_features,6IBcOGPsniK3Pso1wHIhew,spotify:track:6IBcOGPsniK3Pso1wHIhew,https://api.spotify.com/v1/tracks/6IBcOGPsniK3Pso1wHIhew,https://api.spotify.com/v1/audio-analysis/6IBcOGPsniK3Pso1wHIhew,232533,4,Forever,1960
61,0.247,0.359,2,-8.888,1,0.0304,0.794,0.0,0.0699,0.449,185.652,audio_features,7KfwGraITe6aLd827Wq0bh,spotify:track:7KfwGraITe6aLd827Wq0bh,https://api.spotify.com/v1/tracks/7KfwGraITe6aLd827Wq0bh,https://api.spotify.com/v1/audio-analysis/7KfwGraITe6aLd827Wq0bh,162267,3,Image of a Girl,1960
62,0.854,0.286,1,-12.587,1,0.103,0.734,0.00165,0.134,0.666,110.684,audio_features,27Rli2IVNCQ5ahAXK2jAqZ,spotify:track:27Rli2IVNCQ5ahAXK2jAqZ,https://api.spotify.com/v1/tracks/27Rli2IVNCQ5ahAXK2jAqZ,https://api.spotify.com/v1/audio-analysis/27Rli2IVNCQ5ahAXK2jAqZ,191253,4,Kiddio,1960
63,0.474,0.17,2,-17.768,1,0.0288,0.835,0.0336,0.0899,0.658,142.789,audio_features,5YZ6vV7biriubVz5IvIMbz,spotify:track:5YZ6vV7biriubVz5IvIMbz,https://api.spotify.com/v1/tracks/5YZ6vV7biriubVz5IvIMbz,https://api.spotify.com/v1/audio-analysis/5YZ6vV7biriubVz5IvIMbz,153267,4,Mission Bell,1960
64,0.447,0.319,8,-10.732,1,0.0264,0.63,1.35e-06,0.106,0.246,162.109,audio_features,6MnDkyb3VstTCT9ELxjfeE,spotify:track:6MnDkyb3VstTCT9ELxjfeE,https://api.spotify.com/v1/tracks/6MnDkyb3VstTCT9ELxjfeE,https://api.spotify.com/v1/audio-analysis/6MnDkyb3VstTCT9ELxjfeE,241307,4,I Love the Way You Love,1960
65,0.311,0.314,3,-12.81,1,0.0325,0.731,0.0,0.335,0.565,109.983,audio_features,6dAqyQn8GS2RYRqyP5eKTp,spotify:track:6dAqyQn8GS2RYRqyP5eKTp,https://api.spotify.com/v1/tracks/6dAqyQn8GS2RYRqyP5eKTp,https://api.spotify.com/v1/audio-analysis/6dAqyQn8GS2RYRqyP5eKTp,145467,3,It's Time to Cry,1960
66,0.508,0.475,10,-8.436,1,0.032,0.758,0.0,0.132,0.235,102.38,audio_features,7DKNcWFgJiy4CZ377CZc1f,spotify:track:7DKNcWFgJiy4CZ377CZc1f,https://api.spotify.com/v1/tracks/7DKNcWFgJiy4CZ377CZc1f,https://api.spotify.com/v1/audio-analysis/7DKNcWFgJiy4CZ377CZc1f,177547,4,Tell Laura I Love Her,1960
67,0.547,0.748,11,-3.848,1,0.414,0.284,0.0,0.113,0.0876,89.386,audio_features,1PvhuffRIPgvOYsa6tPEkr,spotify:track:1PvhuffRIPgvOYsa6tPEkr,https://api.spotify.com/v1/tracks/1PvhuffRIPgvOYsa6tPEkr,https://api.spotify.com/v1/audio-analysis/1PvhuffRIPgvOYsa6tPEkr,208214,4,Mama,1960
68,0.632,0.72,2,-8.4,0,0.0838,0.0143,1.57e-06,0.0696,0.749,91.965,audio_features,7IEpEB1hnFW67S2FTi8eyw,spotify:track:7IEpEB1hnFW67S2FTi8eyw,https://api.spotify.com/v1/tracks/7IEpEB1hnFW67S2FTi8eyw,https://api.spotify.com/v1/audio-analysis/7IEpEB1hnFW67S2FTi8eyw,262107,4,Footsteps,1960
69,0.583,0.842,8,-4.573,1,0.0447,0.181,0.0,0.136,0.581,160.072,audio_features,3WzJq4OLzonAOTrJmVzUXB,spotify:track:3WzJq4OLzonAOTrJmVzUXB,https://api.spotify.com/v1/tracks/3WzJq4OLzonAOTrJmVzUXB,https://api.spotify.com/v1/audio-analysis/3WzJq4OLzonAOTrJmVzUXB,169438,4,So Sad,1960
