,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_name,year
77,0.758,0.586,11,-13.461,0,0.056,0.033,0.0028,0.0743,0.947,154.629,audio_features,4gRA0i5sxx3jAhHaVjPnUN,spotify:track:4gRA0i5sxx3jAhHaVjPnUN,https://api.spotify.com/v1/tracks/4gRA0i5sxx3jAhHaVjPnUN,https://api.spotify.com/v1/audio-analysis/4gRA0i5sxx3jAhHaVjPnUN,228327,4,Use Me,1972
78,0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,audio_features,3aw9iWUQ3VrPQltgwvN9Xu,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/tracks/3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/audio-analysis/3aw9iWUQ3VrPQltgwvN9Xu,265867,4,Family Affair,1972
79,0.797,0.653,5,-14.226,1,0.0722,0.0527,0.0043,0.0801,0.861,133.294,audio_features,08L6jFH2p1NfDXX4suPvp2,spotify:track:08L6jFH2p1NfDXX4suPvp2,https://api.spotify.com/v1/tracks/08L6jFH2p1NfDXX4suPvp2,https://api.spotify.com/v1/audio-analysis/08L6jFH2p1NfDXX4suPvp2,217896,4,Troglodyte (Cave Man),1972
80,0.613,0.817,0,-4.957,1,0.0858,0.0338,1.96e-06,0.083,0.62,119.926,audio_features,5M3lcfDNGB4S0iDoP9ItcV,spotify:track:5M3lcfDNGB4S0iDoP9ItcV,https://api.spotify.com/v1/tracks/5M3lcfDNGB4S0iDoP9ItcV,https://api.spotify.com/v1/audio-analysis/5M3lcfDNGB4S0iDoP9ItcV,165093,4,The Witch Queen of New Orleans,1972
81,0.523,0.803,1,-6.321,0,0.0791,0.107,0.000409,0.154,0.921,91.469,audio_features,2ouFIPC3O1HNBcVTw1d9AN,spotify:track:2ouFIPC3O1HNBcVTw1d9AN,https://api.spotify.com/v1/tracks/2ouFIPC3O1HNBcVTw1d9AN,https://api.spotify.com/v1/audio-analysis/2ouFIPC3O1HNBcVTw1d9AN,329467,4,Freddie's Dead,1972
82,0.768,0.829,5,-5.109,1,0.0313,0.0964,2.92e-05,0.097,0.962,118.773,audio_features,2olVm1lHicpveMAo4AUDRB,spotify:track:2olVm1lHicpveMAo4AUDRB,https://api.spotify.com/v1/tracks/2olVm1lHicpveMAo4AUDRB,https://api.spotify.com/v1/audio-analysis/2olVm1lHicpveMAo4AUDRB,234333,4,Power of Love,1972
83,0.449,0.456,4,-10.674,0,0.0278,0.506,8.34e-05,0.15,0.69,140.316,audio_features,5ehrJB4xFea5kph6jVoWtS,spotify:track:5ehrJB4xFea5kph6jVoWtS,https://api.spotify.com/v1/tracks/5ehrJB4xFea5kph6jVoWtS,https://api.spotify.com/v1/audio-analysis/5ehrJB4xFea5kph6jVoWtS,260333,4,Ain't Understanding Mellow,1972
84,0.833,0.78,0,-7.025,1,0.119,0.0546,0.0199,0.815,0.88,90.011,audio_features,7uXf719Zw3ID8XBxp6S0Ja,spotify:track:7uXf719Zw3ID8XBxp6S0Ja,https://api.spotify.com/v1/tracks/7uXf719Zw3ID8XBxp6S0Ja,https://api.spotify.com/v1/audio-analysis/7uXf719Zw3ID8XBxp6S0Ja,166886,4,Taxi,1972
85,0.468,0.398,4,-13.712,0,0.0309,0.596,3.64e-06,0.265,0.64,116.182,audio_features,3FODe1S9OlL5Y9y9koJA7I,spotify:track:3FODe1S9OlL5Y9y9koJA7I,https://api.spotify.com/v1/tracks/3FODe1S9OlL5Y9y9koJA7I,https://api.spotify.com/v1/audio-analysis/3FODe1S9OlL5Y9y9koJA7I,203051,3,Don't Say You Don't Remember,1972
86,0.449,0.362,5,-10.38,0,0.0279,0.743,0.0,0.132,0.6,90.822,audio_features,6oM4ryXpuZmbFfBv2sEe7v,spotify:track:6oM4ryXpuZmbFfBv2sEe7v,https://api.spotify.com/v1/tracks/6oM4ryXpuZmbFfBv2sEe7v,https://api.spotify.com/v1/audio-analysis/6oM4ryXpuZmbFfBv2sEe7v,162160,4,Sealed with a Kiss,1972
87,0.583,0.833,0,-8.29,1,0.0343,0.0531,5.57e-05,0.16,0.81,119.884,audio_features,0B1zVsLqmV9ibIFdNS5tGs,spotify:track:0B1zVsLqmV9ibIFdNS5tGs,https://api.spotify.com/v1/tracks/0B1zVsLqmV9ibIFdNS5tGs,https://api.spotify.com/v1/audio-analysis/0B1zVsLqmV9ibIFdNS5tGs,182800,4,I Saw the Light,1972
88,0.687,0.154,4,-24.336,1,0.0649,0.936,0.44,0.089,0.733,121.293,audio_features,1TkgnYlGsO7nva2PF97tVM,spotify:track:1TkgnYlGsO7nva2PF97tVM,https://api.spotify.com/v1/tracks/1TkgnYlGsO7nva2PF97tVM,https://api.spotify.com/v1/audio-analysis/1TkgnYlGsO7nva2PF97tVM,126573,4,Motorcycle Mama,1972
89,0.785,0.555,9,-6.804,1,0.0406,0.44,1.35e-06,0.165,0.409,90.002,audio_features,2CvADof68upuJOJ9DeECRg,spotify:track:2CvADof68upuJOJ9DeECRg,https://api.spotify.com/v1/tracks/2CvADof68upuJOJ9DeECRg,https://api.spotify.com/v1/audio-analysis/2CvADof68upuJOJ9DeECRg,214905,4,Day by Day,1972
90,0.41,0.761,4,-9.453,0,0.0687,0.0685,0.00772,0.0758,0.392,132.923,audio_features,0YveezON7jpiaHA8fnUHxN,spotify:track:0YveezON7jpiaHA8fnUHxN,https://api.spotify.com/v1/tracks/0YveezON7jpiaHA8fnUHxN,https://api.spotify.com/v1/audio-analysis/0YveezON7jpiaHA8fnUHxN,510573,4,Roundabout,1972
91,0.48,0.626,5,-8.406,1,0.0294,0.266,5.7e-05,0.0857,0.542,75.63,audio_features,3QcuZo6WLcFkqqLmDs0d95,spotify:track:3QcuZo6WLcFkqqLmDs0d95,https://api.spotify.com/v1/tracks/3QcuZo6WLcFkqqLmDs0d95,https://api.spotify.com/v1/audio-analysis/3QcuZo6WLcFkqqLmDs0d95,199907,4,Doctor My Eyes,1972
92,0.466,0.476,11,-9.289,1,0.031,0.749,0.0,0.22,0.856,133.731,audio_features,0hbC2CAJidLslKqJ39Lxh4,spotify:track:0hbC2CAJidLslKqJ39Lxh4,https://api.spotify.com/v1/tracks/0hbC2CAJidLslKqJ39Lxh4,https://api.spotify.com/v1/audio-analysis/0hbC2CAJidLslKqJ39Lxh4,145467,4,I'd Like to Teach the World to Sing (In Perfect Harmony),1972
93,0.419,0.085,7,-19.387,1,0.0362,0.908,5.33e-06,0.34,0.458,91.509,audio_features,0VNzEY1G4GLqcNx5qaaTl6,spotify:track:0VNzEY1G4GLqcNx5qaaTl6,https://api.spotify.com/v1/tracks/0VNzEY1G4GLqcNx5qaaTl6,https://api.spotify.com/v1/audio-analysis/0VNzEY1G4GLqcNx5qaaTl6,243493,3,Vincent,1972
94,0.668,0.471,6,-10.116,0,0.0465,0.242,3.29e-05,0.0625,0.602,81.473,audio_features,4CrPVZPXRTGl5EhsKjGL6L,spotify:track:4CrPVZPXRTGl5EhsKjGL6L,https://api.spotify.com/v1/tracks/4CrPVZPXRTGl5EhsKjGL6L,https://api.spotify.com/v1/audio-analysis/4CrPVZPXRTGl5EhsKjGL6L,229113,4,Baby Let Me Take You (In My Arms),1972
95,0.583,0.659,9,-9.427,1,0.0308,0.584,8.95e-06,0.125,0.788,96.106,audio_features,3U7WGQgdrFM9SWbVkPQSPn,spotify:track:3U7WGQgdrFM9SWbVkPQSPn,https://api.spotify.com/v1/tracks/3U7WGQgdrFM9SWbVkPQSPn,https://api.spotify.com/v1/audio-analysis/3U7WGQgdrFM9SWbVkPQSPn,162987,4,Speak to the Sky,1972
96,0.466,0.476,11,-9.289,1,0.031,0.749,0.0,0.22,0.856,133.731,audio_features,0hbC2CAJidLslKqJ39Lxh4,spotify:track:0hbC2CAJidLslKqJ39Lxh4,https://api.spotify.com/v1/tracks/0hbC2CAJidLslKqJ39Lxh4,https://api.spotify.com/v1/audio-analysis/0hbC2CAJidLslKqJ39Lxh4,145467,4,I'd Like to Teach the World to Sing (In Perfect Harmony),1972
97,0.424,0.594,10,-9.652,1,0.0551,0.341,0.000282,0.413,0.59,137.535,audio_features,4Ev3gucC4JAUbHJrHpY70w,spotify:track:4Ev3gucC4JAUbHJrHpY70w,https://api.spotify.com/v1/tracks/4Ev3gucC4JAUbHJrHpY70w,https://api.spotify.com/v1/audio-analysis/4Ev3gucC4JAUbHJrHpY70w,287933,4,Walkin' in the Rain with the One I Love,1972
98,0.893,0.798,7,-6.311,1,0.127,0.0577,2.43e-06,0.034,0.776,108.355,audio_features,738VP3uV3ENOVVmXmJGuWS,spotify:track:738VP3uV3ENOVVmXmJGuWS,https://api.spotify.com/v1/tracks/738VP3uV3ENOVVmXmJGuWS,https://api.spotify.com/v1/audio-analysis/738VP3uV3ENOVVmXmJGuWS,209907,4,Get on the Good Foot,1972
99,0.935,0.834,7,-5.412,1,0.0761,0.0658,0.00315,0.144,0.908,119.038,audio_features,5mcvfwYH5MwXzFqJhAbres,spotify:track:5mcvfwYH5MwXzFqJhAbres,https://api.spotify.com/v1/tracks/5mcvfwYH5MwXzFqJhAbres,https://api.spotify.com/v1/audio-analysis/5mcvfwYH5MwXzFqJhAbres,179513,4,Pop That Thang,1972
0,0.617,0.634,5,-10.982,1,0.0525,0.317,3.42e-06,0.0747,0.597,88.183,audio_features,3NXES1knSS2eUCgkr77QU6,spotify:track:3NXES1knSS2eUCgkr77QU6,https://api.spotify.com/v1/tracks/3NXES1knSS2eUCgkr77QU6,https://api.spotify.com/v1/audio-analysis/3NXES1knSS2eUCgkr77QU6,207440,4,Tie a Yellow Ribbon Round the Ole Oak Tree,1973
1,0.697,0.676,7,-10.742,1,0.0402,0.706,0.0,0.0824,0.852,148.072,audio_features,1O0xeZrBDbq7HPREdmYUYK,spotify:track:1O0xeZrBDbq7HPREdmYUYK,https://api.spotify.com/v1/tracks/1O0xeZrBDbq7HPREdmYUYK,https://api.spotify.com/v1/audio-analysis/1O0xeZrBDbq7HPREdmYUYK,182240,4,"Bad, Bad Leroy Brown",1973
2,0.765,0.29,4,-17.117,0,0.139,0.0279,0.0,0.571,0.506,92.409,audio_features,0Q0IVlqMV64kNLlwjPj0Hl,spotify:track:0Q0IVlqMV64kNLlwjPj0Hl,https://api.spotify.com/v1/tracks/0Q0IVlqMV64kNLlwjPj0Hl,https://api.spotify.com/v1/audio-analysis/0Q0IVlqMV64kNLlwjPj0Hl,298773,4,Killing Me Softly with His Song,1973
3,0.539,0.599,3,-10.638,1,0.0483,0.0375,0.0,0.0754,0.636,167.7,audio_features,39l1UORIhuHvUWfxG53tRZ,spotify:track:39l1UORIhuHvUWfxG53tRZ,https://api.spotify.com/v1/tracks/39l1UORIhuHvUWfxG53tRZ,https://api.spotify.com/v1/audio-analysis/39l1UORIhuHvUWfxG53tRZ,290933,4,Let's Get It On,1973
4,0.771,0.68,11,-5.881,0,0.224,0.277,1.18e-05,0.682,0.808,119.952,audio_features,4NeOWqHmlrGRuBvsLJC9rL,spotify:track:4NeOWqHmlrGRuBvsLJC9rL,https://api.spotify.com/v1/tracks/4NeOWqHmlrGRuBvsLJC9rL,https://api.spotify.com/v1/audio-analysis/4NeOWqHmlrGRuBvsLJC9rL,276160,4,My Love,1973
5,0.589,0.358,11,-14.231,0,0.301,0.414,0.0193,0.102,0.356,175.761,audio_features,40jKoEyqllZOi1wJx0Kjko,spotify:track:40jKoEyqllZOi1wJx0Kjko,https://api.spotify.com/v1/tracks/40jKoEyqllZOi1wJx0Kjko,https://api.spotify.com/v1/audio-analysis/40jKoEyqllZOi1wJx0Kjko,143182,4,Why Me,1973
6,0.621,0.8,4,-7.284,0,0.0344,0.0263,1.51e-05,0.0591,0.968,149.91,audio_features,6WCeFNVAXUtNczb7lqLiZU,spotify:track:6WCeFNVAXUtNczb7lqLiZU,https://api.spotify.com/v1/tracks/6WCeFNVAXUtNczb7lqLiZU,https://api.spotify.com/v1/audio-analysis/6WCeFNVAXUtNczb7lqLiZU,235440,4,Crocodile Rock,1973
7,0.688,0.954,1,-3.767,1,0.0323,0.484,0.000688,0.259,0.89,98.111,audio_features,0iifjjuozo6r5fh2GWI6Pq,spotify:track:0iifjjuozo6r5fh2GWI6Pq,https://api.spotify.com/v1/tracks/0iifjjuozo6r5fh2GWI6Pq,https://api.spotify.com/v1/audio-analysis/0iifjjuozo6r5fh2GWI6Pq,267000,4,Will It Go Round in Circles,1973
8,0.659,0.678,0,-8.18,1,0.0313,0.157,6.69e-06,0.0784,0.647,106.186,audio_features,2DnJjbjNTV9Nd5NOa1KGba,spotify:track:2DnJjbjNTV9Nd5NOa1KGba,https://api.spotify.com/v1/tracks/2DnJjbjNTV9Nd5NOa1KGba,https://api.spotify.com/v1/audio-analysis/2DnJjbjNTV9Nd5NOa1KGba,258411,4,You're So Vain,1973
9,0.355,0.615,6,-7.21,1,0.0314,0.454,0.0,0.0477,0.603,137.19,audio_features,4sIkDCqNjTubfb5UVs8lEA,spotify:track:4sIkDCqNjTubfb5UVs8lEA,https://api.spotify.com/v1/tracks/4sIkDCqNjTubfb5UVs8lEA,https://api.spotify.com/v1/audio-analysis/4sIkDCqNjTubfb5UVs8lEA,207413,4,Touch Me in the Morning,1973
10,0.428,0.51,7,-11.695,0,0.103,0.52,8.32e-06,0.105,0.393,169.967,audio_features,2MiXC2LfpsoeUP5RvMGEQ3,spotify:track:2MiXC2LfpsoeUP5RvMGEQ3,https://api.spotify.com/v1/tracks/2MiXC2LfpsoeUP5RvMGEQ3,https://api.spotify.com/v1/audio-analysis/2MiXC2LfpsoeUP5RvMGEQ3,257267,4,The Night the Lights Went Out in Georgia,1973
11,0.704,0.681,5,-7.4,1,0.0343,0.431,0.0,0.11,0.927,125.209,audio_features,0ckaiscpV8eaZ9WWJLdFbs,spotify:track:0ckaiscpV8eaZ9WWJLdFbs,https://api.spotify.com/v1/tracks/0ckaiscpV8eaZ9WWJLdFbs,https://api.spotify.com/v1/audio-analysis/0ckaiscpV8eaZ9WWJLdFbs,172747,4,Playground in My Mind,1973
12,0.783,0.836,0,-9.223,0,0.0486,0.396,0.0236,0.135,0.831,108.966,audio_features,5zWZ9iNevP0397xB3jWV2z,spotify:track:5zWZ9iNevP0397xB3jWV2z,https://api.spotify.com/v1/tracks/5zWZ9iNevP0397xB3jWV2z,https://api.spotify.com/v1/audio-analysis/5zWZ9iNevP0397xB3jWV2z,222667,4,Brother Louie,1973
13,0.619,0.507,5,-7.677,1,0.0335,0.71,0.0,0.258,0.694,77.995,audio_features,7GH8qNOm2gEKryVUyVzkmt,spotify:track:7GH8qNOm2gEKryVUyVzkmt,https://api.spotify.com/v1/tracks/7GH8qNOm2gEKryVUyVzkmt,https://api.spotify.com/v1/audio-analysis/7GH8qNOm2gEKryVUyVzkmt,175200,4,Delta Dawn,1973
14,0.294,0.528,8,-10.01,1,0.0471,0.234,0.0,0.147,0.452,200.813,audio_features,6Ro2z4RtAUew9Kz2HZWZUi,spotify:track:6Ro2z4RtAUew9Kz2HZWZUi,https://api.spotify.com/v1/tracks/6Ro2z4RtAUew9Kz2HZWZUi,https://api.spotify.com/v1/audio-analysis/6Ro2z4RtAUew9Kz2HZWZUi,284907,3,Me and Mrs. Jones,1973
15,0.826,0.745,2,-6.091,1,0.141,0.13,1.32e-05,0.178,0.883,119.92,audio_features,1xSmjB0t19q4CSJ0X0ymGB,spotify:track:1xSmjB0t19q4CSJ0X0ymGB,https://api.spotify.com/v1/tracks/1xSmjB0t19q4CSJ0X0ymGB,https://api.spotify.com/v1/audio-analysis/1xSmjB0t19q4CSJ0X0ymGB,202249,4,Frankenstein,1973
16,0.583,0.66,11,-5.078,1,0.0377,0.181,0.0,0.0979,0.861,151.956,audio_features,0RFgvrhkf9FiDRLA0BhzpZ,spotify:track:0RFgvrhkf9FiDRLA0BhzpZ,https://api.spotify.com/v1/tracks/0RFgvrhkf9FiDRLA0BhzpZ,https://api.spotify.com/v1/audio-analysis/0RFgvrhkf9FiDRLA0BhzpZ,255560,4,Drift Away,1973
17,0.662,0.772,11,-7.135,1,0.0356,0.332,1.22e-06,0.314,0.914,127.025,audio_features,5yGYWR0ZTgaQbjQVq1FFbW,spotify:track:5yGYWR0ZTgaQbjQVq1FFbW,https://api.spotify.com/v1/tracks/5yGYWR0ZTgaQbjQVq1FFbW,https://api.spotify.com/v1/audio-analysis/5yGYWR0ZTgaQbjQVq1FFbW,192293,4,Little Willy,1973
18,0.519,0.46,11,-14.53,1,0.0688,0.823,5.97e-05,0.243,0.675,132.082,audio_features,0n2pjCIMKwHSXoYfEbYMfX,spotify:track:0n2pjCIMKwHSXoYfEbYMfX,https://api.spotify.com/v1/tracks/0n2pjCIMKwHSXoYfEbYMfX,https://api.spotify.com/v1/audio-analysis/0n2pjCIMKwHSXoYfEbYMfX,178200,4,You Are the Sunshine of My Life,1973
19,0.646,0.467,9,-12.678,0,0.0325,0.524,0.0,0.329,0.877,102.704,audio_features,23jaOlnV7vHmly51DPBr35,spotify:track:23jaOlnV7vHmly51DPBr35,https://api.spotify.com/v1/tracks/23jaOlnV7vHmly51DPBr35,https://api.spotify.com/v1/audio-analysis/23jaOlnV7vHmly51DPBr35,167533,4,Half-Breed,1973
20,0.344,0.769,5,-9.112,0,0.0606,0.261,0.000122,0.335,0.923,126.318,audio_features,46pW0poQYEb2bVaqozGO59,spotify:track:46pW0poQYEb2bVaqozGO59,https://api.spotify.com/v1/tracks/46pW0poQYEb2bVaqozGO59,https://api.spotify.com/v1/audio-analysis/46pW0poQYEb2bVaqozGO59,334387,4,That Lady,1973
21,0.919,0.362,8,-8.331,1,0.368,0.576,0.0,0.134,0.416,104.987,audio_features,3ji3RdsWWyuuZyehLmYj0b,spotify:track:3ji3RdsWWyuuZyehLmYj0b,https://api.spotify.com/v1/tracks/3ji3RdsWWyuuZyehLmYj0b,https://api.spotify.com/v1/audio-analysis/3ji3RdsWWyuuZyehLmYj0b,645876,4,Pillow Talk,1973
22,0.637,0.89,7,-4.872,1,0.0677,0.119,6.72e-05,0.103,0.923,127.689,audio_features,3XcjIvaZVUFAIdIYZqY9bd,spotify:track:3XcjIvaZVUFAIdIYZqY9bd,https://api.spotify.com/v1/tracks/3XcjIvaZVUFAIdIYZqY9bd,https://api.spotify.com/v1/audio-analysis/3XcjIvaZVUFAIdIYZqY9bd,207093,4,We're an American Band,1973
23,0.789,0.494,1,-13.702,1,0.0456,0.0923,0.000408,0.144,0.826,104.593,audio_features,0I2ELF6uHlL4ABu9aFiou7,spotify:track:0I2ELF6uHlL4ABu9aFiou7,https://api.spotify.com/v1/tracks/0I2ELF6uHlL4ABu9aFiou7,https://api.spotify.com/v1/audio-analysis/0I2ELF6uHlL4ABu9aFiou7,175240,4,Right Place Wrong Time,1973
24,0.537,0.315,5,-13.79,1,0.0271,0.588,2.29e-05,0.206,0.575,86.813,audio_features,2Pr1nZpt8A8WP7QYpyq6L3,spotify:track:2Pr1nZpt8A8WP7QYpyq6L3,https://api.spotify.com/v1/tracks/2Pr1nZpt8A8WP7QYpyq6L3,https://api.spotify.com/v1/audio-analysis/2Pr1nZpt8A8WP7QYpyq6L3,190320,4,Wildflower,1973
25,0.633,0.634,8,-12.115,1,0.0725,0.038,0.0064,0.0385,0.872,100.499,audio_features,1h2xVEoJORqrg71HocgqXd,spotify:track:1h2xVEoJORqrg71HocgqXd,https://api.spotify.com/v1/tracks/1h2xVEoJORqrg71HocgqXd,https://api.spotify.com/v1/audio-analysis/1h2xVEoJORqrg71HocgqXd,245493,4,Superstition,1973
26,0.649,0.584,7,-10.518,1,0.0674,0.256,0.0,0.199,0.75,144.972,audio_features,5F4ksIKmuXEtgBf6SfEQRr,spotify:track:5F4ksIKmuXEtgBf6SfEQRr,https://api.spotify.com/v1/tracks/5F4ksIKmuXEtgBf6SfEQRr,https://api.spotify.com/v1/audio-analysis/5F4ksIKmuXEtgBf6SfEQRr,213453,4,Loves Me Like a Rock,1973
27,0.63,0.436,10,-12.507,0,0.0426,0.302,0.00019,0.117,0.601,169.142,audio_features,05R2BUnFy4KlkT4Ewg4Gnv,spotify:track:05R2BUnFy4KlkT4Ewg4Gnv,https://api.spotify.com/v1/tracks/05R2BUnFy4KlkT4Ewg4Gnv,https://api.spotify.com/v1/audio-analysis/05R2BUnFy4KlkT4Ewg4Gnv,340160,4,The Morning After,1973
28,0.455,0.437,4,-11.411,1,0.0278,0.314,0.0,0.501,0.724,81.396,audio_features,1ne9wOtDF2jM6Cm8WBkaER,spotify:track:1ne9wOtDF2jM6Cm8WBkaER,https://api.spotify.com/v1/tracks/1ne9wOtDF2jM6Cm8WBkaER,https://api.spotify.com/v1/audio-analysis/1ne9wOtDF2jM6Cm8WBkaER,283640,4,Rocky Mountain High,1973
29,0.82,0.575,7,-9.144,1,0.0408,0.0936,0.000135,0.109,0.964,123.765,audio_features,3Vby4nGmtbDo7HDJamOWkT,spotify:track:3Vby4nGmtbDo7HDJamOWkT,https://api.spotify.com/v1/tracks/3Vby4nGmtbDo7HDJamOWkT,https://api.spotify.com/v1/audio-analysis/3Vby4nGmtbDo7HDJamOWkT,208947,4,Stuck in the Middle with You,1973
30,0.551,0.62,9,-11.464,1,0.0348,0.64,0.00147,0.559,0.834,127.495,audio_features,0P6fEgTn3cxLLyYTJYoYGj,spotify:track:0P6fEgTn3cxLLyYTJYoYGj,https://api.spotify.com/v1/tracks/0P6fEgTn3cxLLyYTJYoYGj,https://api.spotify.com/v1/audio-analysis/0P6fEgTn3cxLLyYTJYoYGj,204107,4,Shambala,1973
31,0.743,0.572,0,-9.627,1,0.0493,0.186,1.44e-05,0.163,0.675,122.658,audio_features,28285KFbyCq8sJofn58qlD,spotify:track:28285KFbyCq8sJofn58qlD,https://api.spotify.com/v1/tracks/28285KFbyCq8sJofn58qlD,https://api.spotify.com/v1/audio-analysis/28285KFbyCq8sJofn58qlD,178400,4,Love Train,1973
32,0.606,0.486,7,-13.553,0,0.041,0.0111,0.00145,0.0757,0.809,87.567,audio_features,1QR3Wcba5NBidmxEE8DW3w,spotify:track:1QR3Wcba5NBidmxEE8DW3w,https://api.spotify.com/v1/tracks/1QR3Wcba5NBidmxEE8DW3w,https://api.spotify.com/v1/audio-analysis/1QR3Wcba5NBidmxEE8DW3w,431507,4,I'm Gonna Love You Just a Little More Baby,1973
33,0.53,0.708,1,-9.293,1,0.186,0.551,1.96e-05,0.1,0.634,170.545,audio_features,6t8msY3YEQAnoG4yG2836B,spotify:track:6t8msY3YEQAnoG4yG2836B,https://api.spotify.com/v1/tracks/6t8msY3YEQAnoG4yG2836B,https://api.spotify.com/v1/audio-analysis/6t8msY3YEQAnoG4yG2836B,175427,4,"Say, Has Anybody Seen My Sweet Gypsy Rose",1973
34,0.45,0.81,1,-9.762,1,0.0472,0.122,0.00963,0.0412,0.86,101.568,audio_features,5CiOCxc3argOhj5qKNZGN0,spotify:track:5CiOCxc3argOhj5qKNZGN0,https://api.spotify.com/v1/tracks/5CiOCxc3argOhj5qKNZGN0,https://api.spotify.com/v1/audio-analysis/5CiOCxc3argOhj5qKNZGN0,479413,4,Keep on Truckin',1973
35,0.505,0.258,11,-12.193,0,0.0297,0.805,0.0,0.12,0.641,141.003,audio_features,0ju1jP0cSPJ8tmojYBEI89,spotify:track:0ju1jP0cSPJ8tmojYBEI89,https://api.spotify.com/v1/tracks/0ju1jP0cSPJ8tmojYBEI89,https://api.spotify.com/v1/audio-analysis/0ju1jP0cSPJ8tmojYBEI89,254305,4,Danny's Song,1973
36,0.657,0.435,10,-15.707,1,0.0552,0.739,0.0,0.167,0.771,135.975,audio_features,0q21FNwES2bbtcduB6kjEU,spotify:track:0q21FNwES2bbtcduB6kjEU,https://api.spotify.com/v1/tracks/0q21FNwES2bbtcduB6kjEU,https://api.spotify.com/v1/audio-analysis/0q21FNwES2bbtcduB6kjEU,181133,4,Dancing in the Moonlight,1973
37,0.541,0.504,11,-14.191,0,0.457,0.375,0.0,0.421,0.707,68.482,audio_features,0xxZY5C9xxij3D1HkzbnfC,spotify:track:0xxZY5C9xxij3D1HkzbnfC,https://api.spotify.com/v1/tracks/0xxZY5C9xxij3D1HkzbnfC,https://api.spotify.com/v1/audio-analysis/0xxZY5C9xxij3D1HkzbnfC,192040,4,Monster Mash,1973
38,0.332,0.371,4,-9.884,1,0.0396,0.729,0.00021,0.176,0.375,173.273,audio_features,73etijhz7pV4Wx7GTANLpq,spotify:track:73etijhz7pV4Wx7GTANLpq,https://api.spotify.com/v1/tracks/73etijhz7pV4Wx7GTANLpq,https://api.spotify.com/v1/audio-analysis/73etijhz7pV4Wx7GTANLpq,249093,3,Natural High,1973
39,0.575,0.386,4,-12.012,0,0.0319,0.463,0.00176,0.0576,0.414,138.467,audio_features,7CQQBWqFfROA5RWyY04ifv,spotify:track:7CQQBWqFfROA5RWyY04ifv,https://api.spotify.com/v1/tracks/7CQQBWqFfROA5RWyY04ifv,https://api.spotify.com/v1/audio-analysis/7CQQBWqFfROA5RWyY04ifv,253400,4,Diamond Girl,1973
40,0.575,0.912,7,-7.275,0,0.0393,0.0916,0.00211,0.0562,0.843,117.399,audio_features,4nXkbcTj3nyww1cHkw5RAP,spotify:track:4nXkbcTj3nyww1cHkw5RAP,https://api.spotify.com/v1/tracks/4nXkbcTj3nyww1cHkw5RAP,https://api.spotify.com/v1/audio-analysis/4nXkbcTj3nyww1cHkw5RAP,207267,4,Long Train Runnin',1973
41,0.385,0.57,5,-11.674,1,0.0464,0.492,0.013,0.13,0.637,80.971,audio_features,71fXxvXqo1zxWDtBmjoEVk,spotify:track:71fXxvXqo1zxWDtBmjoEVk,https://api.spotify.com/v1/tracks/71fXxvXqo1zxWDtBmjoEVk,https://api.spotify.com/v1/audio-analysis/71fXxvXqo1zxWDtBmjoEVk,215701,4,Give Me Love (Give Me Peace on Earth),1973
42,0.843,0.48,11,-11.574,0,0.0492,0.28,0.000782,0.108,0.762,101.993,audio_features,2BydLQAh7CUIFvSEqAMc4x,spotify:track:2BydLQAh7CUIFvSEqAMc4x,https://api.spotify.com/v1/tracks/2BydLQAh7CUIFvSEqAMc4x,https://api.spotify.com/v1/audio-analysis/2BydLQAh7CUIFvSEqAMc4x,180493,4,If You Want Me to Stay,1973
43,0.493,0.123,5,-13.875,1,0.0366,0.939,8.58e-06,0.146,0.273,144.64,audio_features,2Vr3XMnJyu60xBUUchWUrI,spotify:track:2Vr3XMnJyu60xBUUchWUrI,https://api.spotify.com/v1/tracks/2Vr3XMnJyu60xBUUchWUrI,https://api.spotify.com/v1/audio-analysis/2Vr3XMnJyu60xBUUchWUrI,174200,3,Daddy's Home,1973
44,0.511,0.346,5,-14.28,1,0.0388,0.685,0.000124,0.294,0.599,140.29,audio_features,3QgSJ9CqgLPk9B4xLdwLrS,spotify:track:3QgSJ9CqgLPk9B4xLdwLrS,https://api.spotify.com/v1/tracks/3QgSJ9CqgLPk9B4xLdwLrS,https://api.spotify.com/v1/audio-analysis/3QgSJ9CqgLPk9B4xLdwLrS,264267,4,Neither One of Us (Wants to Be the First to Say Goodbye),1973
45,0.848,0.656,10,-12.25,1,0.0314,0.238,0.00216,0.732,0.966,116.941,audio_features,0vwACFLgSPcCyRkFP4ebhl,spotify:track:0vwACFLgSPcCyRkFP4ebhl,https://api.spotify.com/v1/tracks/0vwACFLgSPcCyRkFP4ebhl,https://api.spotify.com/v1/audio-analysis/0vwACFLgSPcCyRkFP4ebhl,171173,4,I'm Doin' Fine Now,1973
